step,timeperf/rollout,ppo_actor/kl_rewards/min,ppo_actor/update/clip_ratio/max,ppo_actor/update/new_logp/max,timeperf/recompute_logp,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clip_ratio/min,ppo_actor/update/new_logp/min,teacher_answer_n_seqs,ppo_actor/n_seqs,ppo_actor/update/clipped_tokens,ppo_actor/update/old_logp/avg,teacher_answer_logp/avg,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/old_logp/max,teacher_answer_logp/min,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/old_logp/min,teacher_answer_logp/max,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/rs_filtered_fraction,teacher_answer_len/avg,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/unclipped_behave_tokens,teacher_answer_len/min,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/update_successful,teacher_answer_len/max,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/n_valid_generated_tokens,timeperf/rollout_postprocess,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/n_valid_tokens,timeperf/compute_advantage,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_proximal_avg,timeperf/train_step,ppo_actor/rs_upper,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_proximal_max,timeperf/update_weights,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_proximal_min,timeperf/save,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_theta_avg,timeperf/checkpoint_for_recover,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_theta_max,timeperf/eval,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/sample_staleness_theta_min,timeperf/clear_batches,ppo_actor/task_reward/max,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/v_proximal,ppo_actor/advantages/avg,ppo_actor/task_reward/min,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/version_stats/v_theta,ppo_actor/advantages/max,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_max_logits/avg,ppo_actor/advantages/min,ppo_actor/update/actor_loss/max,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_max_logits/max,ppo_actor/correct_n_seqs,ppo_actor/update/actor_loss/min,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/min,ppo_actor/eps_clip,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/max,ppo_actor/update/vocab_min_logits/avg,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/max,ppo_actor/update/entropy/min,ppo_actor/update/vocab_min_logits/max,ppo_actor/final_reward/max,ppo_actor/update/approx_kl/min,ppo_actor/update/grad_norm,ppo_actor/update/vocab_min_logits/min,ppo_actor/final_reward/min,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/importance_weight/avg,ppo_actor/use_dual_clip,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/importance_weight/max,rollout/accepted,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/importance_weight/min,rollout/reward,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/lr,eval-rollout/reward,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/n_tokens,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/n_valid_tokens,ppo_actor/kl_rewards/max,ppo_actor/update/clip_ratio/avg,ppo_actor/update/new_logp/avg
145,0.0013527,-0.0,0.0,0.0,0.52137,0.0,0.0,-4.7091,256.0,256.0,0.0,-0.16083,-1.8856,188800.0,0.0018363,0.0,-12.085,98179.0,1.3275,-4.6673,0.0,0.0625,-1.1297,0.0,4.1875,1.0,0.001428,98179.0,2.0,0.0,0.96501,1.0,28.0,137.88,-8.9407e-08,16320.0,0.63915,413.0,0.0014246,98179.0,0.12987,78.0,0.88117,1.0,3.9014,5.0,0.0,1.0,0.087045,521.39,98179.0,1.0,0.00041303,797.0,-0.16266,2.0,0.0001038,346.0,0.0,2.0,5.3902e-05,-1.8856,-4.7091,2.0,0.0037334,0.0,0.0,143.0,2.9529e-09,-12.085,0.0,144.0,2.5414,0.00029833,0.0,26.25,-2.9928,4.8796,0.0,42.5,0.0,-4.6972,0.19347,6.4375,0.25,0.0,2.6251,-15.045,4.8568e-11,0.0,8.9183e-15,-7.3438,2.0982,0.0,0.33358,-31.125,-2.4749,-0.0018363,1.0,0.0,256.0,1.1297,1.0,1.0,521.39,-1.3275,1.0,0.0,797.0,0.99959,3e-06,,346.0,3.0947,133480.0,0.0,0.26513,98179.0,0.0,0.0,-0.16266
146,0.0011358,-0.0,0.0,0.0,0.48554,0.0,0.0,-4.7793,256.0,256.0,0.0,-0.15789,-1.4644,162050.0,0.0011734,0.0,-8.1472,97367.0,1.1409,-4.7904,0.0,0.0625,-0.81897,0.0,3.625,1.0,0.0013254,97367.0,2.0,0.0,0.46044,1.0,8.0,119.56,-8.964e-08,24278.0,0.60778,344.0,0.0013282,97367.0,0.13268,78.0,0.65084,1.0,3.8867,5.0,0.0,1.0,0.090295,499.9,97367.0,1.0,0.00035623,728.0,-0.15906,2.0,9.0637e-05,309.0,0.0,2.0,4.3246e-05,-1.4644,-4.7793,2.0,0.0040318,0.0,0.0,144.0,-1.0186e-09,-8.1472,0.0,145.0,2.5579,4.22e-05,0.0,26.496,-2.9461,4.9797,0.0,42.75,0.0,-3.9789,0.18787,6.4375,0.25,0.0,2.7398,-15.273,5.1422e-11,0.0,2.3349e-14,-7.0625,2.1417,0.0,0.48862,-33.0,-2.4749,-0.0011734,1.0,0.0,256.0,0.81897,1.0,1.0,499.9,-1.1409,1.0,0.0,728.0,1.0002,3e-06,,309.0,2.2682,127980.0,0.0,0.31953,97367.0,0.0,0.0,-0.15906
147,0.0015247,-0.0,0.0,0.0,0.53158,0.0,0.0,-4.9342,256.0,256.0,0.0,-0.17915,-1.701,215810.0,0.0014692,0.0,-8.2837,98212.0,1.5642,-4.7011,0.0,0.0625,-1.0323,0.0,19.188,1.0,0.001425,98212.0,2.0,0.0,0.77519,1.0,476.0,139.69,-8.9436e-08,16326.0,0.67455,680.0,0.0015002,98212.0,0.15064,75.0,1.2234,1.0,3.9263,5.0,0.0,1.0,0.10707,523.33,98212.0,1.0,0.00036027,1064.0,-0.18062,2.0,0.00012772,424.0,0.0,2.0,4.3145e-05,-1.701,-4.9342,2.0,0.0039641,0.0,0.0,145.0,-1.3983e-09,-8.2837,0.0,146.0,2.9691,7.1197e-05,0.0,26.07,-3.1637,6.3337,0.0,42.75,0.0,-3.6641,0.20803,6.4062,0.25,0.0,2.5585,-15.006,-2.2941e-10,0.0,9.7146e-15,-7.0938,2.3212,0.0,0.35975,-31.5,-2.4749,-0.0014692,1.0,0.0,256.0,1.0323,1.0,1.0,523.33,-1.5642,1.0,0.0,1064.0,0.99996,3e-06,,424.0,2.8075,133970.0,0.0,0.20925,98212.0,0.0,0.0,-0.18062
148,0.001766,-0.0,0.0,0.0,0.49301,0.0,0.0,-5.0876,256.0,256.0,0.0,-0.168,-2.4263,163970.0,0.0013862,0.0,-10.03,98267.0,1.9596,-4.9094,0.0,0.0625,-0.95144,0.0,3.375,1.0,0.0015017,98267.0,2.0,0.0,1.1005,1.0,9.0,122.16,-8.8708e-08,24503.0,0.62967,268.0,0.0017069,98267.0,0.11904,73.0,1.9199,1.0,3.8819,5.0,0.0,1.0,0.08518,506.01,98267.0,1.0,0.00047403,652.0,-0.16938,2.0,0.00011651,457.0,0.0,2.0,6.1332e-05,-2.4263,-5.0876,2.0,0.0037451,0.0,0.0,146.0,3.1832e-09,-10.03,0.0,147.0,2.6377,-7.48e-05,0.0,26.354,-3.0681,4.5364,0.0,42.75,0.0,-3.5677,0.19278,6.4062,0.25,0.0,2.7901,-15.031,8.7344e-11,0.0,1.5193e-14,-7.3438,2.1282,0.0,0.48415,-34.75,-2.4749,-0.0013862,1.0,0.0,256.0,0.95144,1.0,1.0,506.01,-1.9596,1.0,0.0,652.0,1.0001,3e-06,,457.0,2.5894,129540.0,0.0,0.14092,98267.0,0.0,0.0,-0.16938
149,0.0015863,0.0,0.0,0.0,0.52496,0.0,0.0,-4.7605,256.0,256.0,0.0,-0.1938,-2.271,175230.0,0.0013796,0.0,-6.9356,98304.0,1.9814,-4.8154,0.0,0.0625,-0.87286,0.0,8.2188,1.0,0.0018626,98304.0,2.0,0.0,1.1192,1.0,120.0,131.19,-8.9407e-08,16341.0,0.63509,358.0,0.002067,98304.0,0.12675,74.0,1.9629,1.0,3.9475,5.0,0.0,1.0,0.086311,515.19,98304.0,1.0,0.00044557,742.0,-0.19518,2.0,0.00010643,458.0,0.0,2.0,5.5835e-05,-2.271,-4.7605,2.0,0.0040951,0.0,0.0,147.0,5.1223e-09,-6.9356,0.0,148.0,3.0508,-2.6049e-05,0.0,26.142,-2.782,3.9748,0.0,43.75,0.0,-3.7733,0.22302,6.4062,0.25,0.0,2.5638,-15.217,-7.276e-12,0.0,1.0934e-14,-7.3438,2.4172,0.0,0.35685,-31.0,-2.2043,-0.0013796,1.0,0.0,256.0,0.87286,1.0,1.0,515.19,-1.9814,1.0,0.0,742.0,1.0005,3e-06,,458.0,2.3938,131890.0,0.0,0.13788,98304.0,0.0,0.0,-0.19518
150,0.0013527,0.0,0.0,0.0,0.48887,0.0,0.0,-5.2138,256.0,256.0,0.0,-0.20973,-1.4116,178560.0,0.0014981,0.0,-12.917,97729.0,2.8258,-4.8434,0.0,0.0625,-0.86897,0.0,4.3438,1.0,0.0018282,97729.0,2.0,0.0,1.885,1.0,18.0,128.56,-8.8825e-08,24368.0,0.62666,394.0,0.002015,97729.0,0.12432,75.0,3.9925,1.0,3.9065,5.0,0.0,1.0,0.084465,510.32,97729.0,1.0,3.515,778.0,-0.21123,2.0,9.971e-05,225.0,0.0,2.0,1.4503,-1.4116,-5.2138,2.0,0.004216,0.0,0.0,148.0,1.5613e-09,-12.917,0.0,149.0,2.4074,-6.2664e-05,0.0,26.08,-2.9735,4.9423,0.0,43.0,0.0,-3.8891,0.24269,6.4062,0.25,0.0,2.43,-15.308,2.8055e-11,0.0,4.9851e-14,-7.1562,1.9964,0.0,0.51723,-33.25,-2.4749,-0.0014981,1.0,0.0,256.0,0.86897,1.0,1.0,510.32,-2.8258,1.0,0.0,778.0,1.0003,3e-06,0.0,225.0,2.3845,130640.0,0.0,0.059263,97729.0,0.0,0.0,-0.21123
151,0.0026672,0.0,0.0,0.0,0.52668,0.0,0.0,-5.0848,256.0,256.0,0.0,-0.20438,-2.1802,190590.0,0.0012715,0.0,-9.5834,98019.0,2.042,-5.0591,0.0,0.0625,-0.91125,0.0,7.9062,1.0,0.0015474,98019.0,2.0,0.0,1.1718,1.0,103.0,138.53,-8.7835e-08,16294.0,0.64413,442.0,0.0016529,98019.0,0.13304,89.0,2.085,1.0,3.9093,5.0,0.0,1.0,0.087136,521.42,98019.0,1.0,0.00033692,826.0,-0.20565,2.0,0.00010728,404.0,0.0,2.0,4.8352e-05,-2.1802,-5.0848,2.0,0.0034135,0.0,0.0,149.0,3.1913e-09,-9.5834,0.0,150.0,2.3745,-8.497e-05,0.0,26.162,-2.9897,4.9102,0.0,43.25,0.0,-3.2239,0.23578,6.4062,0.25,0.0,2.6556,-15.407,4.6215e-11,0.0,4.6807e-14,-6.6875,1.9621,0.0,0.35677,-34.25,-2.4749,-0.0012715,1.0,0.0,256.0,0.91125,1.0,1.0,521.42,-2.042,1.0,0.0,826.0,1.0003,3e-06,,404.0,2.4874,133480.0,0.0,0.12976,98019.0,0.0,0.0,-0.20565
152,0.0012552,0.0,0.0,0.0,0.48706,0.0,0.0,-5.1226,256.0,256.0,0.0,-0.16997,-1.8899,168960.0,0.0011391,0.0,-8.2024,98304.0,1.1597,-5.0764,0.0,0.0625,-0.87933,0.0,4.8125,1.0,0.0011301,98304.0,2.0,0.0,0.52995,1.0,23.0,119.25,-8.8025e-08,24512.0,0.6282,366.0,0.0011652,98304.0,0.12292,74.0,0.67244,1.0,3.8624,5.0,0.0,1.0,0.088321,503.25,98304.0,1.0,0.00028204,750.0,-0.17111,2.0,0.00010228,458.0,0.0,2.0,3.4522e-05,-1.8899,-5.1226,2.0,0.0035283,0.0,0.0,150.0,7.1789e-10,-8.2024,0.0,151.0,3.2029,9.4278e-05,0.0,26.261,-3.244,4.2286,0.0,43.0,0.0,-4.2405,0.19803,6.4062,0.25,0.0,2.5537,-14.786,-8.6099e-11,0.0,3.6448e-15,-7.3125,2.4435,0.0,0.50541,-33.0,-2.4749,-0.0011391,1.0,0.0,256.0,0.87933,1.0,1.0,503.25,-1.1597,1.0,0.0,750.0,0.99999,3e-06,,458.0,2.4093,128830.0,0.0,0.31358,98304.0,0.0,0.0,-0.17111
153,0.0013156,0.0,0.0,0.0,0.49219,0.0,0.0,-4.8315,256.0,256.0,0.0,-0.13926,-1.1082,144000.0,0.0012284,0.0,-10.417,98063.0,1.479,-4.7193,0.0,0.0625,-1.1779,0.0,4.9375,1.0,0.0013355,98063.0,2.0,0.0,1.0697,1.0,38.0,119.62,-8.7064e-08,24452.0,0.63032,180.0,0.0013848,98063.0,0.11538,75.0,1.0937,1.0,3.8606,5.0,0.0,1.0,0.089065,502.68,98063.0,1.0,0.00030835,564.0,-0.14049,2.0,0.0001018,417.0,0.0,2.0,4.3505e-05,-1.1082,-4.8315,2.0,0.0036376,0.0,0.0,151.0,3.2968e-09,-10.417,0.0,152.0,2.3881,4.1678e-05,0.0,26.522,-3.3069,7.2732,0.0,44.5,0.0,-5.0404,0.16293,6.4375,0.25,0.0,2.6311,-14.819,8.5095e-11,0.0,4.0535e-16,-6.6562,1.7877,0.0,0.50679,-32.0,-2.4749,-0.0012284,1.0,0.0,256.0,1.1779,1.0,1.0,502.68,-1.479,1.0,0.0,564.0,1.0001,3e-06,,417.0,3.2477,128690.0,0.0,0.22786,98063.0,0.0,0.0,-0.14049
154,0.0011815,-0.0,0.0,0.0,0.53179,0.0,0.0,-5.0472,256.0,256.0,0.0,-0.17577,-1.7691,195840.0,0.001057,0.0,-11.362,98304.0,1.3037,-4.9672,0.0,0.0625,-0.83958,0.0,3.875,1.0,0.0012259,98304.0,2.0,0.0,0.57526,1.0,13.0,141.22,-8.9407e-08,16341.0,0.63752,391.0,0.0012684,98304.0,0.13044,74.0,0.84988,1.0,4.6408,5.0,0.0,1.0,0.086164,525.22,98304.0,1.0,0.00031167,775.0,-0.17683,2.0,0.00011218,458.0,0.0,2.0,4.1913e-05,-1.7691,-5.0472,2.0,0.0035001,0.0,0.0,152.0,1.9403e-11,-11.362,0.0,153.0,2.916,-0.00019979,0.0,26.278,-3.2048,4.5979,0.0,42.5,0.0,-4.226,0.20702,6.4062,0.25,0.0,2.7265,-15.083,7.276e-12,0.0,1.9142e-14,-6.25,2.2518,0.0,0.34691,-32.75,-2.4749,-0.001057,1.0,0.0,256.0,0.83958,1.0,1.0,525.22,-1.3037,1.0,0.0,775.0,1.0002,3e-06,,458.0,2.3154,134460.0,0.0,0.27151,98304.0,0.0,0.0,-0.17683
155,0.0012952,0.0,0.0,0.0,0.52133,0.0,0.0,-4.6061,256.0,256.0,0.0,-0.15064,-1.6987,196350.0,0.00096903,0.0,-10.417,98197.0,1.6759,-4.567,0.0,0.0625,-1.1939,0.0,4.6875,1.0,0.001135,98197.0,2.0,0.0,1.106,1.0,30.0,133.31,-8.833e-08,16324.0,0.63378,436.0,0.0011763,98197.0,0.13041,80.0,1.4043,1.0,3.8966,5.0,0.0,1.0,0.082845,516.89,98197.0,1.0,0.00029122,820.0,-0.15161,2.0,8.9715e-05,384.0,0.0,2.0,3.5594e-05,-1.6987,-4.6061,2.0,0.003022,0.0,0.0,153.0,6.8371e-09,-10.417,0.0,154.0,3.1444,0.00017587,0.0,26.503,-3.2574,4.6191,0.0,44.25,0.0,-4.514,0.17646,6.4062,0.25,0.0,2.4981,-15.053,-3.3384e-11,0.0,2.521e-16,-7.3438,2.3839,0.0,0.33525,-33.5,-2.4748,-0.00096903,1.0,0.0,256.0,1.1939,1.0,1.0,516.89,-1.6759,1.0,0.0,820.0,1.0002,3e-06,,384.0,3.2999,132320.0,0.0,0.18714,98197.0,0.0,0.0,-0.15161
156,0.0015069,-0.0,0.0,0.0,0.52413,0.0,0.0,-4.7041,256.0,256.0,0.0,-0.14224,-1.5167,189310.0,0.0010648,0.0,-8.4577,98304.0,1.2845,-4.5412,0.0,0.0625,-1.1004,0.0,4.5625,1.0,0.00098881,98304.0,2.0,0.0,0.90497,1.0,26.0,134.69,-8.9407e-08,16341.0,0.62849,392.0,0.0010069,98304.0,0.1288,73.0,0.82495,1.0,3.9166,5.0,0.0,1.0,0.20351,518.69,98304.0,1.0,0.00024444,776.0,-0.1433,2.0,9.4953e-05,457.0,0.0,2.0,3.3039e-05,-1.5167,-4.7041,2.0,0.0032492,0.0,0.0,154.0,-3.0365e-09,-8.4577,0.0,155.0,3.2215,-0.00012756,0.0,26.568,-3.5541,5.9604,0.0,43.25,0.0,-3.9056,0.16569,6.4062,0.25,0.0,2.6598,-14.657,0.0,0.0,1.3978e-14,-7.375,2.2433,0.0,0.34002,-33.25,-2.4749,-0.0010648,1.0,0.0,256.0,1.1004,1.0,1.0,518.69,-1.2845,1.0,0.0,776.0,0.99992,3e-06,,457.0,3.0054,132780.0,0.0,0.27679,98304.0,0.0,0.0,-0.1433
157,0.0013675,-0.0,0.0,0.0,0.48028,0.0,0.0,-4.8037,256.0,256.0,0.0,-0.14031,-1.2825,148860.0,0.00076305,0.0,-15.158,98304.0,1.0901,-4.6459,0.0,0.0625,-0.93321,0.0,4.5938,1.0,0.00093339,98304.0,2.0,0.0,0.60944,1.0,23.0,113.44,-8.8708e-08,24512.0,0.6006,240.0,0.0009579,98304.0,0.1157,78.0,0.59421,1.0,3.8134,5.0,0.0,1.0,0.091091,497.44,98304.0,1.0,0.00028531,624.0,-0.14107,2.0,9.3972e-05,462.0,0.0,2.0,3.4782e-05,-1.2825,-4.8037,2.0,0.0038509,0.0,0.0,155.0,3.8126e-09,-15.158,0.0,156.0,3.0503,0.00010759,0.0,26.586,-3.3091,4.6617,0.0,43.75,0.0,-4.4282,0.16604,6.4062,0.25,0.0,2.5539,-14.896,4.3656e-11,0.0,1.4683e-13,-7.3438,2.2813,0.0,0.45617,-36.0,-2.4749,-0.00076305,1.0,0.0,256.0,0.93321,1.0,1.0,497.44,-1.0901,1.0,0.0,624.0,1.0002,3e-06,,462.0,2.5426,127340.0,0.0,0.33617,98304.0,-0.0,0.0,-0.14107
158,0.0012,0.0,0.0,0.0,0.48608,0.0,0.0,-4.6829,256.0,256.0,0.0,-0.14552,-1.9744,166780.0,0.0010808,0.0,-10.843,98184.0,1.0152,-4.627,0.0,0.0625,-0.74447,0.0,14.375,1.0,0.00095099,98184.0,2.0,0.0,0.37751,1.0,328.0,115.81,-8.6613e-08,24482.0,0.61735,386.0,0.00098954,98184.0,0.12479,76.0,0.51528,1.0,3.8762,5.0,0.0,1.0,0.085033,499.34,98184.0,1.0,0.0003339,770.0,-0.1466,2.0,0.00010506,355.0,0.0,2.0,3.6425e-05,-1.9744,-4.6829,2.0,0.0034189,0.0,0.0,156.0,6.2164e-10,-10.843,0.0,157.0,2.3381,-0.00010522,0.0,26.685,-2.8927,3.9608,0.0,42.5,0.0,-4.0764,0.16709,6.4375,0.25,0.0,2.5931,-14.957,-2.1369e-10,0.0,2.6868e-16,-7.375,1.9967,0.0,0.48196,-33.0,-2.4749,-0.0010808,1.0,0.0,256.0,0.74447,1.0,1.0,499.34,-1.0152,1.0,0.0,770.0,0.99987,3e-06,,355.0,2.1053,127830.0,0.0,0.36234,98184.0,0.0,0.0,-0.1466
159,0.0011761,0.0,0.0,0.0,0.52664,0.0,0.0,-4.7653,256.0,256.0,0.0,-0.15281,-1.9881,179200.0,0.00087072,0.0,-13.274,98304.0,0.80344,-4.6807,-3.9736e-08,0.0625,-1.0762,0.0,11.094,1.0,0.0009374,98304.0,2.0,0.0,0.85731,1.0,213.0,135.94,-8.9887e-08,16341.0,0.62599,327.0,0.00094993,98304.0,0.12269,77.0,0.5791,1.0,3.8827,5.0,0.0,1.0,0.10165,519.94,98304.0,1.0,0.00033237,711.0,-0.15368,2.0,0.00013668,461.0,0.0,2.0,3.8568e-05,-1.9881,-4.7653,2.0,0.0039185,-3.9736e-08,0.0,157.0,6.7666e-10,-13.274,0.0,158.0,2.7255,0.00017466,0.0,26.416,-2.8922,4.036,0.0,41.25,0.0,-3.5433,0.17853,6.4688,0.25,0.0,2.5511,-14.862,1.9645e-10,0.0,5.9458e-14,-7.3438,2.3322,0.0,0.31916,-33.5,-2.4749,-0.00087072,1.0,0.0,256.0,1.0762,1.0,1.0,519.94,-0.80344,1.0,0.0,711.0,1.0001,3e-06,,461.0,2.9335,133100.0,0.0,0.44779,98304.0,0.0,0.0,-0.15368
160,0.001222,-0.0,0.0,0.0,0.48337,0.0,0.0,-4.4973,256.0,256.0,0.0,-0.15494,-2.0255,145410.0,0.0008251,0.0,-9.7917,98304.0,0.99516,-4.4935,0.0,0.0625,-0.93372,0.0,5.5625,1.0,0.00085813,98304.0,2.0,0.0,0.61023,1.0,56.0,114.5,-8.964e-08,24512.0,0.60326,213.0,0.00087285,98304.0,0.11407,82.0,0.49517,1.0,3.826,5.0,0.0,1.0,0.086266,498.5,98304.0,1.0,0.00040155,597.0,-0.15576,2.0,8.9876e-05,466.0,0.0,2.0,4.3495e-05,-2.0255,-4.4973,2.0,0.0046353,0.0,0.0,158.0,4.8021e-09,-9.7917,0.0,159.0,2.2192,9.9239e-05,0.0,26.673,-3.0919,4.5339,0.0,43.0,0.0,-2.9678,0.18181,6.4062,0.25,0.0,2.6549,-14.946,2.6072e-11,0.0,4.9941e-15,-7.3438,1.7763,0.0,0.46936,-31.0,-2.4749,-0.0008251,1.0,0.0,256.0,0.93372,1.0,1.0,498.5,-0.99516,1.0,0.0,597.0,1.0,3e-06,,466.0,2.544,127620.0,0.0,0.36966,98304.0,0.0,0.0,-0.15576
161,0.0013065,0.0,0.0,0.0,0.53353,0.0,0.0,-4.3764,256.0,256.0,0.0,-0.1481,-1.8475,198660.0,0.0011232,0.0,-11.855,98304.0,0.7718,-4.642,-7.9473e-08,0.0625,-0.85553,0.0,3.9062,1.0,0.00079597,98304.0,2.0,0.0,0.49709,1.0,8.0,132.94,-8.7544e-08,16341.0,0.64057,467.0,0.00080444,98304.0,0.1339,74.0,0.36596,1.0,3.9569,5.0,0.0,1.0,0.18593,516.94,98304.0,1.0,0.00035202,851.0,-0.14923,2.0,8.2374e-05,458.0,0.0,2.0,4.7632e-05,-1.8475,-4.3764,2.0,0.0045095,-7.9473e-08,0.0,159.0,-3.5652e-10,-11.855,0.0,160.0,2.705,0.00024152,0.0,26.5,-3.1216,5.0969,0.0,44.5,0.0,-3.2789,0.17459,6.375,0.25,0.0,2.9756,-14.985,-5.3357e-11,0.0,3.3745e-15,-7.2812,2.1445,0.0,0.35868,-35.25,-2.4749,-0.0011232,1.0,0.0,256.0,0.85553,1.0,1.0,516.94,-0.7718,1.0,0.0,851.0,0.99967,3e-06,,458.0,2.3526,132340.0,0.0,0.46218,98304.0,0.0,0.0,-0.14923
162,0.0014435,0.0,0.0,0.0,0.52648,0.0,0.0,-4.9078,256.0,256.0,0.0,-0.16382,-1.2298,207620.0,0.00091943,0.0,-7.9181,98304.0,1.1498,-5.0765,0.0,0.0625,-0.82325,0.0,3.9375,1.0,0.00093704,98304.0,2.0,0.0,0.4665,1.0,11.0,141.53,-8.9407e-08,16341.0,0.64752,505.0,0.00094206,98304.0,0.1353,73.0,0.66103,1.0,3.9297,5.0,0.0,1.0,0.091369,525.53,98304.0,1.0,0.00032926,889.0,-0.16474,2.0,0.00010235,457.0,0.0,2.0,3.9459e-05,-1.2298,-4.9078,2.0,0.0041039,0.0,0.0,160.0,-4.0503e-09,-7.9181,0.0,161.0,3.0347,-3.7108e-05,0.0,26.458,-3.3371,5.5192,0.0,41.75,0.0,-4.6022,0.19131,6.4375,0.25,0.0,2.7066,-14.953,-9.7013e-12,0.0,1.9277e-13,-7.2812,2.2506,0.0,0.34419,-31.875,-2.4749,-0.00091943,1.0,0.0,256.0,0.82325,1.0,1.0,525.53,-1.1498,1.0,0.0,889.0,1.0,3e-06,,457.0,2.2779,134540.0,0.0,0.3167,98304.0,0.0,0.0,-0.16474
163,0.0013595,-0.0,0.0,0.0,0.50704,0.0,0.0,-4.6516,256.0,256.0,0.0,-0.1392,-1.8939,185600.0,0.001075,0.0,-10.312,98304.0,0.95344,-4.7403,-2.9802e-08,0.0625,-1.0377,0.0,4.375,1.0,0.00083459,98304.0,2.0,0.0,0.78501,1.0,18.0,125.03,-8.9407e-08,16341.0,0.64002,424.0,0.00084128,98304.0,0.12892,77.0,0.53841,1.0,2.9818,5.0,0.0,1.0,0.085439,509.03,98304.0,1.0,0.00034806,808.0,-0.14028,2.0,0.00010394,461.0,0.0,2.0,4.4157e-05,-1.8939,-4.6516,2.0,0.0039085,-2.9802e-08,0.0,161.0,6.4028e-09,-10.312,0.0,162.0,3.177,-0.00013357,0.0,26.59,-3.178,6.8519,0.0,44.5,0.0,-4.3906,0.16451,6.4688,0.25,0.0,2.3742,-14.924,-7.276e-11,0.0,9.4519e-15,-6.9688,2.474,0.0,0.33926,-33.0,-2.4748,-0.001075,1.0,0.0,256.0,1.0377,1.0,1.0,509.03,-0.95344,1.0,0.0,808.0,0.99976,3e-06,,461.0,2.8227,130310.0,0.0,0.38541,98304.0,0.0,0.0,-0.14028
164,0.0017479,-0.0,0.0,0.0,0.49027,0.0,0.0,-4.7749,256.0,256.0,0.0,-0.16273,-1.68,145790.0,0.0014544,0.0,-8.5654,98304.0,0.95162,-4.6268,0.0,0.0625,-0.84856,0.0,4.0312,1.0,0.00099254,98304.0,2.0,0.0,0.48772,1.0,17.0,113.0,-8.9407e-08,24512.0,0.60105,231.0,0.001004,98304.0,0.1208,76.0,0.45279,1.0,3.8176,5.0,0.0,1.0,0.083083,497.0,98304.0,1.0,0.00035117,615.0,-0.16418,2.0,0.00010847,460.0,0.0,2.0,3.5544e-05,-1.68,-4.7749,2.0,0.0043587,0.0,0.0,162.0,-9.3617e-10,-8.5654,0.0,163.0,2.7782,0.00017915,0.0,26.507,-3.0122,5.1322,0.0,43.75,0.0,-3.8944,0.1914,6.4375,0.25,0.0,2.5237,-15.047,7.5185e-11,0.0,1.0949e-14,-7.3438,2.2825,0.0,0.4893,-31.75,-2.4749,-0.0014544,1.0,0.0,256.0,0.84856,1.0,1.0,497.0,-0.95162,1.0,0.0,615.0,0.99954,3e-06,,460.0,2.3363,127230.0,0.0,0.38612,98304.0,0.0,0.0,-0.16418
