step,timeperf/rollout,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/n_tokens,timeperf/recompute_logp,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/n_valid_tokens,teacher_answer_n_seqs,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/new_logp/avg,teacher_answer_logp/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/clip_ratio/avg,ppo_actor/update/new_logp/max,teacher_answer_logp/min,ppo_actor/kl_rewards/max,ppo_actor/update/clip_ratio/max,ppo_actor/update/new_logp/min,teacher_answer_logp/max,ppo_actor/kl_rewards/min,ppo_actor/update/clip_ratio/min,ppo_actor/update/old_logp/avg,teacher_answer_len/avg,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clipped_tokens,ppo_actor/update/old_logp/max,teacher_answer_len/min,ppo_actor/n_seqs,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/old_logp/min,teacher_answer_len/max,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/rs_filtered_fraction,teacher_context_len/avg,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/unclipped_behave_tokens,teacher_context_len/min,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/update_successful,teacher_context_len/max,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/version_stats/n_valid_generated_tokens,teacher_added_prefix_len/avg,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/n_valid_tokens,teacher_added_prefix_len/min,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/sample_staleness_proximal_avg,teacher_added_prefix_len/max,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_proximal_max,timeperf/rollout_postprocess,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_proximal_min,timeperf/compute_advantage,ppo_actor/rs_upper,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_theta_avg,timeperf/train_step,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_theta_max,timeperf/update_weights,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_theta_min,timeperf/save,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/v_proximal,timeperf/checkpoint_for_recover,ppo_actor/task_reward/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/v_theta,timeperf/eval,ppo_actor/task_reward/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/vocab_max_logits/avg,timeperf/clear_batches,ppo_actor/task_reward/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_max_logits/max,ppo_actor/advantages/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_max_logits/min,ppo_actor/advantages/max,ppo_actor/update/actor_loss/max,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_min_logits/avg,ppo_actor/advantages/min,ppo_actor/update/actor_loss/min,ppo_actor/update/entropy/max,ppo_actor/update/vocab_min_logits/max,ppo_actor/correct_n_seqs,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/min,ppo_actor/update/vocab_min_logits/min,ppo_actor/eps_clip,ppo_actor/update/approx_kl/max,ppo_actor/update/grad_norm,ppo_actor/use_dual_clip,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/min,ppo_actor/update/importance_weight/avg,rollout/accepted,ppo_actor/final_reward/max,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/importance_weight/max,rollout/reward,ppo_actor/final_reward/min,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/importance_weight/min,eval-rollout/reward,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/lr
147,0.0020092,478.52,0.99971,122500.0,0.86703,1116.0,2.8782,73429.0,256.0,248.0,0.28098,-0.24869,-1.607,0.0,0.0,0.0,-10.14,0.0,0.0,-5.0805,0.0,-0.0,0.0,-0.24621,20.812,0.0,0.0,0.0,2.0,256.0,0.0024802,-5.0934,528.0,229120.0,1.2695,0.0,478.52,73429.0,-1.0572,73429.0,248.0,0.046875,0.0021935,1.0,1116.0,1.0,0.82103,18293.0,4.0,0.0,-8.9407e-08,73429.0,4.0,191.69,0.0022556,1.0,4.0,732.0,0.80577,1.0,0.65048,127.0,0.0,1.0,0.15745,5.0,73429.0,2.0,3.7371,478.52,-0.24869,2.0,0.086325,1116.0,0.0,2.0,0.00032031,248.0,-5.0805,145.0,7.1738e-05,-1.607,0.0,146.0,4.1393e-05,0.0,0.0,25.703,0.0041042,-10.14,0.0,45.75,-1.6624e-09,2.5254e-05,0.0,6.5312,2.2701,4.0117,0.28286,-16.775,-2.8904,-5.6134,2.4553,-6.9375,0.0,0.0,3.6645e-16,-35.0,0.25,0.0,0.7769,0.0,-2.5975e-11,0.0,1.0,1.0,1.9126,-0.0024802,1.0,0.0,-2.4547,1.0572,1.0,,256.0,-1.2695,3e-06
148,0.001465,468.65,1.0003,119970.0,0.49041,704.0,2.7466,75390.0,256.0,205.0,0.23264,-0.24254,-1.7879,0.0,0.0,0.0,-8.1265,0.0,0.0,-5.3231,0.0,-0.0,0.0,-0.24039,3.375,0.0,0.0,0.0,2.0,256.0,0.0021436,-5.0748,9.0,177280.0,1.4583,0.0,468.65,75390.0,-1.0104,75390.0,205.0,0.0625,0.0024081,1.0,704.0,1.0,0.73626,18784.0,4.0,0.0,-8.9407e-08,75390.0,4.0,174.16,0.0024708,1.0,4.0,320.0,1.0633,1.0,0.61358,125.0,0.0,1.0,0.12737,5.0,75390.0,2.0,3.6029,468.65,-0.24254,2.0,0.26643,704.0,0.0,2.0,0.00048418,205.0,-5.3231,146.0,8.5169e-05,-1.7879,0.0,147.0,4.8453e-05,0.0,0.0,26.014,0.0049067,-8.1265,0.0,50.5,-8.0959e-10,-9.7773e-05,0.0,6.4375,2.2215,6.0375,0.28015,-16.902,-2.9765,-3.7477,2.7787,-7.1562,0.0,0.0,7.9862e-17,-37.0,0.25,0.0,0.73907,0.0,1.7077e-10,0.0,1.0,1.0,1.8377,-0.0021436,1.0,0.0,-2.4749,1.0104,1.0,,256.0,-1.4583,3e-06
149,0.0020546,502.4,0.99963,128620.0,0.51466,794.0,2.645,81719.0,256.0,242.0,0.16596,-0.25296,-2.1005,0.0,0.0,0.0,-12.604,0.0,0.0,-4.931,0.0,0.0,0.0,-0.24999,8.2188,0.0,0.0,0.0,2.0,256.0,0.002972,-4.6793,120.0,188540.0,1.796,0.0,502.4,81719.0,-0.97267,81719.0,242.0,0.0625,0.0026033,1.0,794.0,1.0,0.96198,20366.0,4.0,0.0,-8.7544e-08,81719.0,4.0,183.19,0.0027057,1.0,4.0,410.0,1.6129,1.0,0.68002,126.0,0.0,1.0,0.13922,5.0,81719.0,2.0,3.9032,502.4,-0.25296,2.0,0.085041,794.0,0.0,2.0,0.00040516,242.0,-4.931,147.0,7.8007e-05,-2.1005,0.0,148.0,3.7817e-05,0.0,0.0,25.953,0.0036173,-12.604,0.0,45.75,1.4938e-09,0.0003429,0.0,6.5625,2.6485,4.5165,0.28978,-17.03,-2.8503,-3.2326,2.61,-7.3125,0.0,0.0,2.4008e-16,-35.5,0.25,0.0,0.71139,0.0,-1.1233e-10,0.0,1.0,1.0,2.3032,-0.002972,1.0,0.0,-2.4749,0.97267,1.0,,256.0,-1.796,3e-06
150,0.0018789,499.23,1.0,127800.0,0.50939,830.0,3.3283,81580.0,256.0,260.0,0.16976,-0.25579,-1.3589,0.0,0.0,0.0,-9.5833,0.0,0.0,-4.7879,0.0,0.0,0.0,-0.2531,4.3438,0.0,0.0,0.0,2.0,256.0,0.0026828,-4.8666,18.0,191870.0,1.7734,0.0,499.23,81580.0,-1.2025,81580.0,260.0,0.0625,0.0026807,1.0,830.0,1.0,1.1258,20331.0,4.0,0.0,-8.8592e-08,81580.0,4.0,180.56,0.0027446,1.0,4.0,446.0,1.5724,1.0,0.66742,127.0,0.0,1.0,0.1388,5.0,81580.0,2.0,3.8301,499.23,-0.25579,2.0,0.084482,830.0,0.0,2.0,3.6429,260.0,-4.7879,148.0,0.00031843,-1.3589,0.0,149.0,1.8424,0.0,0.0,25.98,0.0047562,-9.5833,0.0,50.0,4.489e-09,0.00024623,0.0,6.5625,2.7155,5.7832,0.29255,-17.16,-2.8136,-6.218,2.52,-7.3125,0.0,0.0,2.932e-16,-38.25,0.25,0.0,0.72357,0.0,-3.2148e-11,0.0,1.0,1.0,2.3794,-0.0026828,1.0,0.0,-2.4749,1.2025,1.0,0.0,256.0,-1.7734,3e-06
151,0.003423,517.45,1.0001,132470.0,0.54462,878.0,3.1135,83692.0,256.0,277.0,0.1951,-0.2316,-1.5075,0.0,0.0,0.0,-10.938,0.0,0.0,-5.2466,0.0,-0.0,0.0,-0.22926,7.9062,0.0,0.0,0.0,2.0,256.0,0.0023356,-5.039,103.0,203900.0,1.6342,0.0,517.45,83692.0,-1.1357,83692.0,277.0,0.0625,0.0024767,1.0,878.0,1.0,0.97772,13906.0,4.0,0.0,-8.8723e-08,83692.0,4.0,190.53,0.0025646,1.0,4.0,494.0,1.3354,1.0,0.69951,141.0,0.0,1.0,0.14148,5.0,83692.0,2.0,3.9189,517.45,-0.2316,2.0,0.088149,878.0,0.0,2.0,0.0003343,277.0,-5.2466,149.0,6.8393e-05,-1.5075,0.0,150.0,3.8978e-05,0.0,0.0,26.245,0.0036031,-10.938,0.0,48.0,-4.3757e-09,-0.00019258,0.0,6.4062,2.4701,5.6209,0.26557,-17.042,-2.8992,-3.8715,2.6713,-6.625,0.0,0.0,1.4884e-16,-36.5,0.25,0.0,0.46796,0.0,-2.5069e-10,0.0,1.0,1.0,2.0983,-0.0023356,1.0,0.0,-2.4749,1.1357,1.0,,256.0,-1.6342,3e-06
152,0.001368,458.27,0.99952,117320.0,0.48497,802.0,4.0101,73478.0,256.0,245.0,0.11301,-0.24888,-1.8506,0.0,0.0,0.0,-9.1786,0.0,0.0,-5.3446,0.0,-0.0,0.0,-0.24585,4.8125,0.0,0.0,0.0,2.0,256.0,0.0030319,-4.7263,23.0,182270.0,2.1803,0.0,458.27,73478.0,-1.3888,73478.0,245.0,0.0625,0.0025518,1.0,802.0,1.0,1.6213,18306.0,4.0,0.0,-8.9407e-08,73478.0,4.0,171.25,0.0026723,1.0,4.0,418.0,2.3769,1.0,0.63532,126.0,0.0,1.0,0.13449,5.0,73478.0,2.0,3.482,458.27,-0.24888,2.0,0.083997,802.0,0.0,2.0,0.00031081,245.0,-5.3446,150.0,6.3246e-05,-1.8506,0.0,151.0,4.0521e-05,0.0,0.0,25.902,0.003532,-9.1786,0.0,48.75,-2.0766e-10,-0.00033058,0.0,6.5625,2.8845,3.9665,0.28413,-16.864,-2.9083,-4.2477,2.8781,-7.3125,0.0,0.0,3.8686e-17,-35.25,0.25,0.0,0.74726,0.0,-6.814e-11,0.0,1.0,1.0,2.4612,-0.0030319,1.0,0.0,-2.4749,1.3888,1.0,,256.0,-2.1803,3e-06
153,0.0014768,427.45,0.99993,109430.0,0.47174,616.0,3.1464,65490.0,256.0,235.0,0.20378,-0.20952,-0.72618,0.0,0.0,0.0,-9.8612,0.0,0.0,-5.0413,0.0,-0.0,0.0,-0.20696,4.9375,0.0,0.0,0.0,2.0,256.0,0.0025621,-5.1497,38.0,157060.0,1.5907,0.0,427.45,65490.0,-1.1463,65490.0,235.0,0.046875,0.0024893,1.0,616.0,1.0,1.0002,16308.0,4.0,0.0,-8.9407e-08,65490.0,4.0,171.62,0.0026095,1.0,4.0,232.0,1.2652,1.0,0.61046,127.0,0.0,1.0,0.12472,5.0,65490.0,2.0,3.3061,427.45,-0.20952,2.0,0.083871,616.0,0.0,2.0,0.0003093,235.0,-5.0413,151.0,6.4547e-05,-0.72618,0.0,152.0,4.2184e-05,0.0,0.0,26.178,0.0039219,-9.8612,0.0,49.75,-5.5919e-09,-0.00022255,0.0,6.5625,3.1914,5.19,0.2389,-16.951,-3.3229,-6.421,2.703,-6.9375,0.0,0.0,3.9347e-17,-37.25,0.25,0.0,0.77694,0.0,-2.0023e-11,0.0,1.0,1.0,2.3601,-0.0025621,1.0,0.0,-2.4749,1.1463,1.0,,256.0,-1.5907,3e-06
154,0.0015583,476.84,1.0004,122070.0,0.49241,827.0,3.8097,72606.0,256.0,240.0,0.12185,-0.24507,-1.4529,0.0,0.0,0.0,-12.188,0.0,0.0,-4.6305,0.0,0.0,0.0,-0.24255,3.875,0.0,0.0,0.0,2.0,256.0,0.0025134,-4.7797,13.0,209150.0,2.105,0.0,476.84,72606.0,-1.3375,72606.0,240.0,0.058594,0.0029417,1.0,827.0,1.0,1.4721,18088.0,4.0,0.0,-8.9407e-08,72606.0,4.0,193.22,0.0030289,1.0,4.0,443.0,2.2155,1.0,0.63249,126.0,0.0,1.0,0.13683,5.0,72606.0,2.0,3.6378,476.84,-0.24507,2.0,0.085299,827.0,0.0,2.0,0.0002968,240.0,-4.6305,152.0,5.8108e-05,-1.4529,0.0,153.0,3.4412e-05,0.0,0.0,26.101,0.0036238,-12.188,0.0,47.25,1.0088e-08,-1.5057e-05,0.0,6.5625,2.674,7.2411,0.28055,-17.134,-2.9408,-5.0314,2.5725,-6.7812,0.0,0.0,8.6173e-17,-38.0,0.25,0.0,0.81224,0.0,-6.5675e-12,0.0,1.0,1.0,2.2334,-0.0025134,1.0,0.0,-2.4749,1.3375,1.0,,256.0,-2.105,3e-06
155,0.0017473,487.59,1.0003,124820.0,0.50433,872.0,4.4368,77383.0,256.0,214.0,0.074635,-0.22401,-1.4878,0.0,0.0,0.0,-12.396,0.0,0.0,-5.1232,0.0,0.0,0.0,-0.22145,4.6875,0.0,0.0,0.0,2.0,256.0,0.002559,-5.0814,30.0,209660.0,2.5951,0.0,487.59,77383.0,-1.4899,77383.0,214.0,0.0625,0.0028169,1.0,872.0,1.0,1.9469,19282.0,4.0,0.0,-8.8941e-08,77383.0,4.0,185.31,0.0029644,1.0,4.0,488.0,3.3674,1.0,0.65224,132.0,0.0,1.0,0.14127,5.0,77383.0,2.0,3.8203,487.59,-0.22401,2.0,0.085301,872.0,0.0,2.0,0.00033178,214.0,-5.1232,153.0,6.5769e-05,-1.4878,0.0,154.0,4.1372e-05,0.0,0.0,26.332,0.0033737,-12.396,0.0,47.25,-1.1042e-08,0.00029237,0.0,6.5938,1.9124,5.7894,0.25547,-17.079,-2.9261,-2.9009,2.6423,-7.2188,0.0,0.0,2.3272e-17,-38.5,0.25,0.0,0.7173,0.0,5.2377e-11,0.0,1.0,1.0,1.6035,-0.002559,1.0,0.0,-2.4749,1.4899,1.0,,256.0,-2.5951,3e-06
156,0.001342,456.49,0.9996,116860.0,0.48382,828.0,4.2708,69070.0,256.0,203.0,0.068555,-0.22832,-1.0861,0.0,0.0,0.0,-10.072,0.0,0.0,-5.3904,0.0,-0.0,0.0,-0.22438,4.5625,0.0,0.0,0.0,2.0,256.0,0.0039618,-4.6911,26.0,198020.0,2.6801,1.2121e-05,456.49,69070.0,-1.4518,69069.0,203.0,0.035156,0.0035633,1.0,828.0,1.0,1.819,17203.0,4.0,0.0,-8.7486e-08,69069.0,4.0,186.69,0.0038438,1.0,4.0,444.0,3.5915,1.0,0.63238,125.0,0.0,1.0,0.14072,5.0,69069.0,2.0,3.5105,456.49,-0.22831,2.0,0.082341,828.0,0.0,2.0,0.00034831,203.0,-5.3904,154.0,9.7227e-05,-1.0861,0.0,155.0,4.9095e-05,0.0,0.0,26.197,0.0040523,-10.072,0.0,48.25,1.1046e-08,0.00038016,0.0,6.5625,2.5383,5.6353,0.26025,-16.917,-2.9852,-4.5101,2.5205,-7.3438,0.0,0.0,8.5027e-17,-33.75,0.25,0.0,0.79195,0.0,-7.4215e-11,0.0,0.99999,1.0,2.0948,-0.0039618,1.0,0.0,-2.4748,1.4518,0.0,,256.0,-2.6801,3e-06
157,0.0017772,442.25,0.9994,113220.0,0.47863,676.0,3.1041,70865.0,256.0,248.0,0.17214,-0.21176,-1.4073,0.0,0.0,0.0,-14.813,-0.0,0.0,-5.0684,0.0,-0.0,0.0,-0.20795,4.5938,0.0,0.0,0.0,2.0,256.0,0.0038163,-4.8298,23.0,162180.0,1.7594,0.0,442.25,70865.0,-1.1327,70865.0,248.0,0.058594,0.0032168,1.0,676.0,1.0,0.9714,17652.0,4.0,0.0,-8.7544e-08,70865.0,4.0,165.44,0.0033719,1.0,4.0,292.0,1.5478,1.0,0.61158,130.0,0.0,1.0,0.12852,5.0,70865.0,2.0,3.4045,442.25,-0.21176,2.0,0.083978,676.0,0.0,2.0,0.0004775,248.0,-5.0684,155.0,9.1168e-05,-1.4073,0.0,156.0,5.8128e-05,0.0,0.0,26.342,0.0051043,-14.813,0.0,47.25,-5.1677e-09,0.00017193,0.0,6.5625,2.9234,6.0767,0.24183,-17.258,-3.1081,-3.7607,2.628,-7.3125,0.0,0.0,1.1113e-16,-37.5,0.25,0.0,0.73935,0.0,-9.0839e-11,0.0,1.0,1.0,2.3323,-0.0038163,1.0,0.0,-2.4749,1.1327,1.0,,256.0,-1.7594,3e-06
158,0.0017607,463.17,0.99978,118570.0,0.49351,822.0,4.3301,75611.0,256.0,245.0,0.18026,-0.20643,-1.9755,0.0,0.0,0.0,-13.75,0.0,0.0,-5.1913,0.0,0.0,0.0,-0.20325,14.375,0.0,0.0,0.0,2.0,256.0,0.0031726,-4.7498,328.0,180100.0,1.7134,0.0,463.17,75611.0,-1.4656,75611.0,245.0,0.0625,0.002949,1.0,822.0,1.0,1.8645,18839.0,4.0,0.0,-8.7777e-08,75611.0,4.0,167.81,0.0030252,1.0,4.0,438.0,1.4678,1.0,0.63933,128.0,0.0,1.0,0.13952,5.0,75611.0,2.0,3.583,463.17,-0.20643,2.0,0.08154,822.0,0.0,2.0,0.00037707,245.0,-5.1913,156.0,7.2019e-05,-1.9755,0.0,157.0,4.5879e-05,0.0,0.0,26.645,0.0036799,-13.75,0.0,46.5,-4.8434e-09,0.00065071,0.0,6.3438,2.464,6.7955,0.2371,-17.348,-2.8597,-5.17,2.6252,-7.0625,0.0,0.0,4.3895e-17,-37.5,0.25,0.0,0.73547,0.0,2.3965e-10,0.0,1.0,1.0,2.1284,-0.0031726,1.0,0.0,-2.4749,1.4656,1.0,,256.0,-1.7134,3e-06
159,0.0023781,483.39,0.99945,123750.0,0.50362,763.0,4.3355,75637.0,256.0,253.0,0.22005,-0.20314,-1.2169,0.0,0.0,0.0,-9.1667,0.0,0.0,-4.9166,0.0,0.0,0.0,-0.20015,11.094,0.0,0.0,0.0,2.0,256.0,0.0030091,-4.8742,213.0,192510.0,1.5139,1.5335e-05,483.39,75637.0,-1.4668,75636.0,253.0,0.054688,0.0024616,1.0,763.0,1.0,1.8687,18845.0,4.0,0.0,-8.9378e-08,75636.0,4.0,187.94,0.0025291,1.0,4.0,379.0,1.146,1.0,0.63369,129.0,0.0,1.0,0.13521,5.0,75636.0,2.0,3.7375,483.39,-0.20311,2.0,0.082986,763.0,0.0,2.0,0.00040467,253.0,-4.9166,157.0,7.4953e-05,-1.2169,0.0,158.0,4.5068e-05,0.0,0.0,26.502,0.00366,-9.1667,0.0,46.0,2.4208e-09,-4.3482e-05,0.0,6.4688,2.8008,5.1162,0.23249,-17.119,-3.0018,-3.8416,2.3702,-7.2188,0.0,0.0,1.8452e-16,-36.5,0.25,0.0,0.70866,0.0,-1.7494e-10,0.0,0.99999,1.0,2.3068,-0.0030091,1.0,0.0,-2.4749,1.4668,0.0,,256.0,-1.5139,3e-06
160,0.0015783,489.33,0.99954,125270.0,0.49787,649.0,4.5023,82644.0,256.0,262.0,0.049149,-0.21481,-1.9913,0.0,0.0,0.0,-8.9583,0.0,0.0,-5.2138,0.0,-0.0,0.0,-0.21186,5.5625,0.0,0.0,0.0,2.0,256.0,0.0029798,-4.4753,56.0,158720.0,3.0129,1.1106e-05,489.33,82644.0,-1.5046,82643.0,262.0,0.015625,0.0025219,1.0,649.0,1.0,2.0621,20597.0,4.0,0.0,-8.8941e-08,82643.0,4.0,166.5,0.0027125,1.0,4.0,265.0,4.5388,1.0,0.63265,134.0,0.0,1.0,0.13135,5.0,82643.0,2.0,4.4459,489.33,-0.21481,2.0,0.085518,649.0,0.0,2.0,0.00040217,262.0,-5.2138,158.0,9.1848e-05,-1.9913,0.0,159.0,4.606e-05,0.0,0.0,26.771,0.0040554,-8.9583,0.0,49.0,3.6927e-09,0.00045773,0.0,6.3125,2.2663,6.3725,0.24811,-17.384,-2.8098,-4.9317,2.6926,-7.0625,0.0,0.0,1.4531e-17,-38.5,0.25,0.0,0.64758,0.0,1.3126e-10,0.0,0.99999,1.0,1.9774,-0.0029798,1.0,0.0,-2.4749,1.5046,0.0,,256.0,-3.0129,3e-06
161,0.0019761,493.86,0.99959,126430.0,0.5039,903.0,4.7124,79084.0,256.0,243.0,0.20286,-0.21819,-1.1152,0.0,0.0,0.0,-9.105,0.0,0.0,-4.8547,0.0,0.0,0.0,-0.21554,3.9062,0.0,0.0,0.0,2.0,256.0,0.0026508,-4.656,8.0,211970.0,1.5952,0.0,493.86,79084.0,-1.5502,79084.0,243.0,0.0625,0.0022403,1.0,903.0,1.0,2.1622,19707.0,4.0,0.0,-8.7253e-08,79084.0,4.0,184.94,0.0022691,1.0,4.0,519.0,1.2724,1.0,0.63831,126.0,0.0,1.0,0.15285,5.0,79084.0,2.0,3.7792,493.86,-0.21819,2.0,0.081876,903.0,0.0,2.0,0.00037921,243.0,-4.8547,159.0,8.1964e-05,-1.1152,0.0,160.0,4.9425e-05,0.0,0.0,26.394,0.0046119,-9.105,0.0,48.0,3.1836e-09,0.00038798,0.0,6.3125,1.9954,4.7974,0.25147,-17.087,-2.8498,-4.9837,2.7871,-7.0625,0.0,0.0,1.207e-16,-40.75,0.25,0.0,0.70465,0.0,-1.2059e-11,0.0,1.0,1.0,1.6917,-0.0026508,1.0,0.0,-2.4749,1.5502,1.0,,256.0,-1.5952,3e-06
162,0.002137,509.75,0.99962,130500.0,0.51334,941.0,3.4311,80953.0,256.0,220.0,0.014479,-0.21031,-1.4293,0.0,0.0,0.0,-11.354,0.0,0.0,-6.2539,0.0,-0.0,0.0,-0.20766,3.9375,0.0,0.0,0.0,2.0,256.0,0.0026436,-4.5807,11.0,220930.0,4.235,0.0,509.75,80953.0,-1.2329,80953.0,220.0,0.0625,0.0022623,1.0,941.0,1.0,3.2495,20174.0,4.0,0.0,-8.7661e-08,80953.0,4.0,193.53,0.0023767,1.0,4.0,557.0,8.9677,1.0,0.66617,125.0,0.0,1.0,0.14177,5.0,80953.0,2.0,3.9445,509.75,-0.21031,2.0,0.082862,941.0,0.0,2.0,0.00031406,220.0,-6.2539,160.0,6.7743e-05,-1.4293,0.0,161.0,4.647e-05,0.0,0.0,26.538,0.0045638,-11.354,0.0,47.0,-4.3353e-09,-0.00034023,0.0,6.5312,2.601,5.3007,0.24185,-16.955,-3.0042,-6.0803,2.6062,-7.3125,0.0,0.0,6.8671e-16,-35.75,0.25,0.0,0.69424,0.0,7.2156e-11,0.0,1.0,1.0,2.1407,-0.0026436,1.0,0.0,-2.4749,1.2329,1.0,,256.0,-4.235,3e-06
163,0.0015897,471.33,0.99956,120660.0,0.4908,860.0,2.9623,75341.0,256.0,246.0,0.28484,-0.20814,-1.6246,0.0,0.0,0.0,-11.771,0.0,0.0,-4.6861,0.0,-0.0,0.0,-0.20536,4.375,0.0,0.0,0.0,2.0,256.0,0.0027878,-4.5261,18.0,198910.0,1.2558,0.0,471.33,75341.0,-1.086,75341.0,246.0,0.0625,0.0023463,1.0,860.0,1.0,0.87635,18771.0,4.0,0.0,-8.7311e-08,75341.0,4.0,177.03,0.0023834,1.0,4.0,476.0,0.78857,1.0,0.62429,129.0,0.0,1.0,0.14015,5.0,75341.0,2.0,3.6193,471.33,-0.20814,2.0,0.086275,860.0,0.0,2.0,0.0004364,246.0,-4.6861,161.0,7.7017e-05,-1.6246,0.0,162.0,4.648e-05,0.0,0.0,26.471,0.0042402,-11.771,0.0,48.5,-7.6961e-09,3.035e-05,0.0,6.4375,1.9427,5.4361,0.24094,-17.137,-3.0676,-2.9372,2.3351,-7.0,0.0,0.0,7.9139e-17,-35.5,0.25,0.0,0.74075,0.0,1.2975e-10,0.0,1.0,1.0,1.5728,-0.0027878,1.0,0.0,-2.4749,1.086,1.0,,256.0,-1.2558,3e-06
164,0.0016399,470.28,0.99986,120390.0,0.49687,667.0,3.103,78152.0,256.0,276.0,0.18686,-0.21022,-1.7025,0.0,0.0,0.0,-10.417,0.0,0.0,-4.7432,0.0,0.0,0.0,-0.20753,4.0312,0.0,0.0,0.0,2.0,256.0,0.0026842,-4.4292,17.0,159100.0,1.6774,0.0,470.28,78152.0,-1.1324,78152.0,276.0,0.0625,0.0025404,1.0,667.0,1.0,0.9706,19474.0,4.0,0.0,-8.9582e-08,78152.0,4.0,165.0,0.0025908,1.0,4.0,283.0,1.4068,1.0,0.62371,128.0,0.0,1.0,0.12634,5.0,78152.0,2.0,3.6858,470.28,-0.21022,2.0,0.084784,667.0,0.0,2.0,0.00040983,276.0,-4.7432,162.0,7.283e-05,-1.7025,0.0,163.0,4.4217e-05,0.0,0.0,26.571,0.0042198,-10.417,0.0,48.75,9.7623e-09,2.8448e-05,0.0,6.3438,2.382,5.0112,0.24143,-17.106,-2.8989,-4.1313,2.7575,-7.0625,0.0,0.0,3.9413e-16,-34.5,0.25,0.0,0.68499,0.0,4.271e-11,0.0,1.0,1.0,2.0137,-0.0026842,1.0,0.0,-2.4749,1.1324,1.0,,256.0,-1.6774,3e-06
165,0.0016728,456.54,0.99914,116870.0,0.48827,765.0,3.4279,72690.0,256.0,278.0,0.16165,-0.18881,-0.96308,0.0,0.0,0.0,-8.125,-0.0,0.0,-4.8217,0.0,-0.0,0.0,-0.18535,3.4062,0.0,0.0,0.0,2.0,256.0,0.003463,-4.2003,10.0,178690.0,1.8223,0.0,456.54,72690.0,-1.2319,72690.0,278.0,0.054688,0.0026038,1.0,765.0,1.0,1.1959,18108.0,4.0,0.0,-8.9698e-08,72690.0,4.0,172.59,0.0027303,1.0,4.0,381.0,1.6604,1.0,0.60923,133.0,0.0,1.0,0.13483,5.0,72690.0,2.0,3.5402,456.54,-0.18881,2.0,0.081941,765.0,0.0,2.0,0.00036765,278.0,-4.8217,163.0,7.0436e-05,-0.96308,0.0,164.0,4.3285e-05,0.0,0.0,26.676,0.0041185,-8.125,0.0,47.5,8.3966e-10,-0.00013092,0.0,6.5312,3.3136,6.4864,0.21777,-17.106,-3.4959,-4.8708,2.5527,-7.2812,0.0,0.0,1.5788e-17,-36.0,0.25,0.0,0.7553,0.0,1.804e-11,0.0,1.0,1.0,2.3281,-0.003463,1.0,0.0,-2.4749,1.2319,1.0,,256.0,-1.8223,3e-06
